Case Number,Date,Primary Type,Description,Location Description,Arrest,Domestic,FBI Code,Location,Time,Seconds,Hour,NEW LOCATION,Latitude,Longitude,simple location
HY416900,9/9/2015 16:26,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.762241175, -87.659768277)",4:26:00,0,4, West Englewood,41.76224118,-87.65976828,Lower Town
HY416909,9/9/2015 16:10,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,FALSE,14,"(41.777126398, -87.649574464)",4:10:00,0,4, Englewood,41.7771264,-87.64957446,Lower Town
HY416910,9/9/2015 0:00,THEFT,OVER $500,APARTMENT,FALSE,FALSE,6,"(41.942460401, -87.748064734)",12:00:00,0,12, Portage Park,41.9424604,-87.74806473,Upper Town
HY416918,9/9/2015 16:25,BATTERY,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,TRUE,FALSE,08B,"(41.976762981, -87.900983721)",4:25:00,0,4, O'Hare,41.97676298,-87.90098372,Upper Town
HY417052,9/8/2015 7:45,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.985543553, -87.705805609)",7:45:00,0,7, West Ridge,41.98554355,-87.70580561,Upper Town
HY417024,8/10/2015 12:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,11,"(41.935427595, -87.728073099)",12:00:00,0,12, Beat 2523,41.9354276,-87.7280731,Upper Town
HY417031,9/4/2015 19:00,THEFT,OVER $500,STREET,FALSE,FALSE,6,"(41.928195415, -87.646423843)",7:00:00,0,7, Lincoln Park,41.92819542,-87.64642384,Upper Town
HY416942,9/9/2015 8:45,BATTERY,SIMPLE,CTA TRAIN,TRUE,FALSE,08B,"(41.93991842, -87.653288878)",8:45:00,0,8, Lake View,41.93991842,-87.65328888,Upper Town
HY417025,3/3/2015 22:30,OTHER OFFENSE,HARASSMENT BY TELEPHONE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,26,"(41.882116841, -87.773825484)",10:30:00,0,10, Austin,41.88211684,-87.77382548,West Side
HY417038,9/9/2015 17:01,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,POLICE FACILITY/VEH PARKING LOT,TRUE,TRUE,26,"(41.856790413, -87.708424071)",5:01:00,0,5, North Lawndale,41.85679041,-87.70842407,West Side
HY416915,9/9/2015 12:30,ASSAULT,SIMPLE,STREET,FALSE,TRUE,08A,"(41.845490016, -87.707502749)",12:30:00,0,12, South Lawndale,41.84549002,-87.70750275,Lower Town
HY416888,9/9/2015 14:00,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PRIVATE, BUILDING",TRUE,FALSE,17,"(41.869289159, -87.624985651)",2:00:00,0,2, Loop,41.86928916,-87.62498565,Upper Town
HY416984,9/9/2015 14:30,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,17,"(41.964863437, -87.652387549)",2:30:00,0,2, Uptown,41.96486344,-87.65238755,Upper Town
HY417027,9/9/2015 17:47,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.88023536, -87.765656773)",5:47:00,0,5, Austin,41.88023536,-87.76565677,West Side
HY416917,9/8/2015 8:45,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,CTA TRAIN,FALSE,FALSE,26,"(41.904370109, -87.631460067)",8:45:00,0,8, Near North Side,41.90437011,-87.63146007,Upper Town
HY416761,8/1/2015 0:01,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,6,"(41.932012618, -87.640940116)",12:01:00,0,12, Lincoln Park,41.93201262,-87.64094012,Upper Town
HY414393,9/1/2015 19:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.823033098, -87.618528623)",7:00:00,0,7, Grand Boulevard,41.8230331,-87.61852862,Middle City
HY417087,9/9/2015 18:18,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,18,"(41.880511176, -87.744139376)",6:18:00,0,6, Austin,41.88051118,-87.74413938,West Side
HY417069,9/9/2015 18:05,THEFT,$500 AND UNDER,AIRPORT PARKING LOT,FALSE,FALSE,6,"(41.788492935, -87.7414552)",6:05:00,0,6, Clearing,41.78849294,-87.7414552,Lower Town
HY417078,9/8/2015 18:48,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,FALSE,FALSE,11,"(41.881519476, -87.626194599)",6:48:00,0,6, Loop,41.88151948,-87.6261946,Upper Town
HY416992,9/9/2015 7:30,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.727698764, -87.651890238)",7:30:00,0,7, Washington Heights,41.72769876,-87.65189024,Middle City
HY417044,9/7/2015 20:00,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,6,"(41.743113737, -87.576917551)",8:00:00,0,8, Avalon Park,41.74311374,-87.57691755,Middle City
HY416914,9/9/2015 16:00,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,08B,"(41.733134951, -87.547003318)",4:00:00,0,4, South Chicago,41.73313495,-87.54700332,East Side
HY416688,9/8/2015 18:30,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.708046674, -87.644066434)",6:30:00,0,6, Washington Heights,41.70804667,-87.64406643,Middle City
HY417065,9/9/2015 15:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.87178962, -87.633564301)",3:00:00,0,3, Loop,41.87178962,-87.6335643,Upper Town
HY416987,9/8/2015 9:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.888620109, -87.720997371)",9:00:00,0,9, Humboldt Park,41.88862011,-87.72099737,West Side
HY417045,9/9/2015 17:00,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,6,"(41.976047805, -87.678633114)",5:00:00,0,5, Lincoln Square,41.97604781,-87.67863311,Upper Town
HY417011,8/28/2015 18:00,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,6,"(41.700561617, -87.649364516)",6:00:00,0,6, Washington Heights,41.70056162,-87.64936452,Middle City
HY417063,9/9/2015 17:25,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,TRUE,FALSE,3,"(41.786354931, -87.696762641)",5:25:00,0,5, Chicago Lawn,41.78635493,-87.69676264,Middle City
HY416948,8/26/2015 7:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2,"(41.914173986, -87.710197635)",7:00:00,0,7, Logan Square,41.91417399,-87.71019764,West Side
HY417090,9/9/2015 17:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,6,"(41.786729308, -87.666016839)",5:00:00,0,5, West Englewood,41.78672931,-87.66601684,Lower Town
HY417094,9/9/2015 14:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,14,"(41.740871113, -87.658339122)",2:00:00,0,2, Auburn Gresham,41.74087111,-87.65833912,Lower Town
HY416996,9/9/2015 10:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,08B,"(41.78970252, -87.686366784)",10:00:00,0,10, Gage Park,41.78970252,-87.68636678,Lower Town
HY417082,8/17/2015 18:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,11,"(41.955956738, -87.680430687)",6:00:00,0,6, North Center,41.95595674,-87.68043069,Upper Town
HY273807,5/25/2015 0:10,ARSON,BY FIRE,APARTMENT,FALSE,FALSE,9,"(41.876268094, -87.745118351)",12:10:00,0,12, Austin,41.87626809,-87.74511835,West Side
HY417020,9/4/2015 23:30,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.702160469, -87.702420191)",11:30:00,0,11, Mount Greenwood,41.70216047,-87.70242019,Middle City
HY417109,9/9/2015 18:30,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.837885769, -87.714615289)",6:30:00,0,6, South Lawndale,41.83788577,-87.71461529,Lower Town
HY416902,9/2/2015 14:00,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,6,"(41.709394134, -87.676874089)",2:00:00,0,2, Beverly,41.70939413,-87.67687409,Middle City
HY417083,9/9/2015 18:10,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,6,"(41.932792438, -87.668410485)",6:10:00,0,6, Lake View,41.93279244,-87.66841049,Upper Town
HY416788,9/8/2015 11:30,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,FALSE,FALSE,11,"(41.681109736, -87.642018411)",11:30:00,0,11, West Pullman,41.68110974,-87.64201841,Lower Town
HY416968,9/9/2015 17:00,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,TRUE,FALSE,26,"(41.802064797, -87.618640688)",5:00:00,0,5, Grand Boulevard,41.8020648,-87.61864069,Middle City
HY417117,9/9/2015 6:00,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,6,"(41.80462016, -87.684368169)",6:00:00,0,6, Brighton Park,41.80462016,-87.68436817,Lower Town
HY417114,9/9/2015 8:50,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,6,"(41.87436503, -87.642847791)",8:50:00,0,8, Near West Side,41.87436503,-87.64284779,Upper Town
HY417066,9/6/2015 4:30,INTIMIDATION,EXTORTION,APARTMENT,FALSE,FALSE,26,"(41.960447836, -87.669222376)",4:30:00,0,4, Lake View,41.96044784,-87.66922238,Upper Town
HY416889,9/9/2015 15:45,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,HOTEL/MOTEL,FALSE,FALSE,04A,"(41.995376421, -87.7154944)",3:45:00,0,3, North Park,41.99537642,-87.7154944,Upper Town
HY417093,9/9/2015 10:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,5,"(41.957813144, -87.727736315)",10:00:00,0,10, Irving Park,41.95781314,-87.72773632,Upper Town
HY416905,9/8/2015 20:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,08B,"(41.966655027, -87.705270309)",8:00:00,0,8, Albany Park,41.96665503,-87.70527031,Upper Town
HY417130,9/4/2015 20:30,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,14,"(41.886094169, -87.765068733)",8:30:00,0,8, Austin,41.88609417,-87.76506873,West Side
HY417134,9/9/2015 18:35,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,18,"(41.751457646, -87.552892516)",6:35:00,0,6, South Chicago,41.75145765,-87.55289252,East Side
HY417067,9/9/2015 7:30,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.827854746, -87.676432111)",7:30:00,0,7, McKinley Park,41.82785475,-87.67643211,Middle City
HY417143,9/4/2015 18:00,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,14,"(41.922655899, -87.653519985)",6:00:00,0,6, Lincoln Park,41.9226559,-87.65351999,Upper Town
HY417075,9/9/2015 15:45,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,11,"(41.894760587, -87.63654578)",3:45:00,0,3, River North,41.89476059,-87.63654578,Upper Town
HY416638,9/5/2015 20:30,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,SIDEWALK,FALSE,FALSE,11,"(41.880910746, -87.711659284)",8:30:00,0,8, East Garfield Park,41.88091075,-87.71165928,West Side
HY417125,9/9/2015 18:30,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,14,"(41.898927107, -87.731830278)",6:30:00,0,6, Humboldt Park,41.89892711,-87.73183028,West Side
HY416943,9/9/2015 16:55,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,04B,"(41.749657899, -87.707708828)",4:55:00,0,4, Ashburn,41.7496579,-87.70770883,Lower Town
HY415937,9/8/2015 19:30,BATTERY,SIMPLE,CTA STATION,FALSE,FALSE,08B,"(41.846922298, -87.646475499)",7:30:00,0,7, Bridgeport,41.8469223,-87.6464755,Middle City
HY417138,9/8/2015 4:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.769439636, -87.684594571)",4:00:00,0,4, Chicago Lawn,41.76943964,-87.68459457,Middle City
HY417141,9/9/2015 18:40,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,04A,"(41.892365899, -87.705227334)",6:40:00,0,6, Humboldt Park,41.8923659,-87.70522733,West Side
JC472216,10/13/2019 10:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.948117311, -87.733386199)",10:00:00,0,10, Irving Park,41.94811731,-87.7333862,Upper Town
HY417108,9/9/2015 18:20,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,18,"(41.902628314, -87.729069888)",6:20:00,0,6, Humboldt Park,41.90262831,-87.72906989,West Side
HY417159,9/9/2015 16:30,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.973774034, -87.842182629)",4:30:00,0,4, O'Hare,41.97377403,-87.84218263,Upper Town
HY417165,9/9/2015 19:06,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,6,"(41.72182671, -87.575339397)",7:06:00,0,7, South Deering,41.72182671,-87.5753394,East Side
HY416758,9/9/2015 13:35,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,6,"(41.793521775, -87.641490211)",1:35:00,0,1, Englewood,41.79352178,-87.64149021,Lower Town
HY417077,9/9/2015 12:15,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,5,"(42.01498783, -87.666704942)",12:15:00,0,12, Rogers Park,42.01498783,-87.66670494,Upper Town
HY417092,9/9/2015 17:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.940911321, -87.650429756)",5:00:00,0,5, Lake View,41.94091132,-87.65042976,Upper Town
HY416787,9/9/2015 14:50,BURGLARY,FORCIBLE ENTRY,RESIDENCE,TRUE,FALSE,5,"(41.807088186, -87.727235927)",2:50:00,0,2, Archer Heights,41.80708819,-87.72723593,Lower Town
HY417048,9/9/2015 17:52,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,24,"(41.677871461, -87.617812794)",5:52:00,0,5, West Pullman,41.67787146,-87.61781279,Lower Town
HY417128,9/9/2015 17:30,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,24,"(41.793841011, -87.651740159)",5:30:00,0,5, Englewood,41.79384101,-87.65174016,Lower Town
HY417081,9/9/2015 17:55,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,TRUE,FALSE,26,"(41.976851852, -87.654999693)",5:55:00,0,5, Edgewater,41.97685185,-87.65499969,Upper Town
HY417040,9/9/2015 0:02,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,11,"(41.876388206, -87.664758134)",12:02:00,0,12, Near West Side,41.87638821,-87.66475813,Upper Town
HY416640,9/7/2015 21:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,11,"(41.738091377, -87.579380062)",9:00:00,0,9, Avalon Park,41.73809138,-87.57938006,Middle City
HY417146,9/9/2015 18:54,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.729492333, -87.662880097)",6:54:00,0,6, Washington Heights,41.72949233,-87.6628801,Middle City
HY416953,9/9/2015 16:48,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,6,"(41.924491602, -87.725945966)",4:48:00,0,4, Logan Square,41.9244916,-87.72594597,West Side
HY417102,9/9/2015 18:25,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,14,"(41.680446133, -87.617890434)",6:25:00,0,6, West Pullman,41.68044613,-87.61789043,Lower Town
HY417193,9/9/2015 16:45,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,6,"(41.965455324, -87.653168121)",4:45:00,0,4, Uptown,41.96545532,-87.65316812,Upper Town
HY417185,9/9/2015 18:13,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,26,"(41.802715571, -87.662385043)",6:13:00,0,6, New City,41.80271557,-87.66238504,Middle City
HY417194,9/3/2015 8:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,11,"(41.996380404, -87.70081007)",8:00:00,0,8, West Ridge,41.9963804,-87.70081007,Upper Town
HY417189,9/8/2015 9:00,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.992683968, -87.73616084)",9:00:00,0,9, Forest Glen,41.99268397,-87.73616084,Upper Town
HY417197,9/9/2015 14:50,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,TRUE,FALSE,6,"(41.779760775, -87.64403961)",2:50:00,0,2, Englewood,41.77976078,-87.64403961,Lower Town
HY417137,9/8/2015 19:30,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.836792471, -87.732504198)",7:30:00,0,7, South Lawndale,41.83679247,-87.7325042,Lower Town
HY416927,9/9/2015 16:13,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,TRUE,26,"(41.845136942, -87.720913044)",4:13:00,0,4, South Lawndale,41.84513694,-87.72091304,Lower Town
HY193583,3/21/2015 20:06,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,15,"(41.854776169, -87.702908348)",8:06:00,0,8, South Lawndale,41.85477617,-87.70290835,Lower Town
HY277487,5/27/2015 19:27,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,18,"(41.793209406, -87.663331299)",7:27:00,0,7, West Englewood,41.79320941,-87.6633313,Lower Town
HY417068,9/9/2015 17:35,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,08B,"(41.850786578, -87.72957273)",5:35:00,0,5, North Lawndale,41.85078658,-87.72957273,West Side
HY417184,7/7/2015 8:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,11,"(41.68835524, -87.615679337)",8:00:00,0,8, Roseland,41.68835524,-87.61567934,East Side
HY417174,9/9/2015 19:18,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,TRUE,FALSE,18,"(41.71265737, -87.621595105)",7:18:00,0,7, Roseland,41.71265737,-87.62159511,East Side
HY417047,9/9/2015 6:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,5,"(41.850133133, -87.691557414)",6:00:00,0,6, South Lawndale,41.85013313,-87.69155741,Lower Town
HY417172,9/9/2015 19:05,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,24,"(41.755426183, -87.551319814)",7:05:00,0,7, South Shore,41.75542618,-87.55131981,Lower Town
HY417041,9/9/2015 16:30,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,6,"(41.702997566, -87.62340447)",4:30:00,0,4, Roseland,41.70299757,-87.62340447,East Side
HY417201,9/9/2015 16:35,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,6,"(41.894945698, -87.754893341)",4:35:00,0,4, Austin,41.8949457,-87.75489334,West Side
HY416977,9/9/2015 16:47,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,6,"(41.742710224, -87.634088181)",4:47:00,0,4, Auburn Gresham,41.74271022,-87.63408818,Lower Town
HY417097,9/9/2015 18:40,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,TRUE,TRUE,08B,"(41.888802285, -87.72222595)",6:40:00,0,6, Humboldt Park,41.88880229,-87.72222595,West Side
HY417073,9/9/2015 10:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.800033248, -87.740501819)",10:00:00,0,10, Garfield Ridge,41.80003325,-87.74050182,Lower Town
HY417074,9/9/2015 15:45,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,6,"(41.894760587, -87.63654578)",3:45:00,0,3, River North,41.89476059,-87.63654578,Upper Town
HY417199,9/9/2015 18:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.783411475, -87.594710897)",6:00:00,0,6, Woodlawn,41.78341148,-87.5947109,Middle City
HY417163,9/9/2015 19:22,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,18,"(41.771160727, -87.740008905)",7:22:00,0,7, West Lawn,41.77116073,-87.74000891,Lower Town
HY417049,9/9/2015 14:59,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,CURRENCY EXCHANGE,FALSE,FALSE,10,"(41.953754971, -87.718539817)",2:59:00,0,2, Irving Park,41.95375497,-87.71853982,Upper Town
HY417182,9/9/2015 19:10,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,7,"(41.984834906, -87.748291038)",7:10:00,0,7, Forest Glen,41.98483491,-87.74829104,Upper Town
HY417209,9/8/2015 19:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,"(41.779630491, -87.718768622)",7:00:00,0,7, West Lawn,41.77963049,-87.71876862,Lower Town
HY416887,9/9/2015 15:40,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,6,"(41.883500187, -87.627876698)",3:40:00,0,3, Loop,41.88350019,-87.6278767,Upper Town
HY417208,9/9/2015 19:35,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,FALSE,FALSE,24,"(41.878561267, -87.748141417)",7:35:00,0,7, Austin,41.87856127,-87.74814142,West Side
JC470582,10/12/2019 22:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,08B,"(41.917309305, -87.714517419)",10:00:00,0,10, Logan Square,41.91730931,-87.71451742,West Side
JC470935,10/13/2019 9:30,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,04B,"(41.752933783, -87.554062037)",9:30:00,0,9, South Shore,41.75293378,-87.55406204,Lower Town
HY417230,9/9/2015 17:00,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,08A,"(41.782927032, -87.620547195)",5:00:00,0,5, Washington Park,41.78292703,-87.6205472,Middle City
HY417170,9/9/2015 18:53,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,19,"(41.765943035, -87.660202417)",6:53:00,0,6, West Englewood,41.76594304,-87.66020242,Lower Town
HY417155,9/9/2015 18:20,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,FALSE,FALSE,11,"(41.925579299, -87.64079655)",6:20:00,0,6, Lincoln Park,41.9255793,-87.64079655,Upper Town
HY417149,9/9/2015 18:35,NARCOTICS,POSS: CRACK,RESTAURANT,TRUE,FALSE,18,"(41.768382919, -87.644495002)",6:35:00,0,6, Englewood,41.76838292,-87.644495,Lower Town
HY417203,9/5/2015 0:05,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,20,"(41.793558822, -87.673441649)",12:05:00,0,12, West Englewood,41.79355882,-87.67344165,Lower Town
HY417220,9/9/2015 19:15,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,18,"(41.894995682, -87.746893204)",7:15:00,0,7, Austin,41.89499568,-87.7468932,West Side
HY417152,9/9/2015 13:20,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.7533433, -87.667154376)",1:20:00,0,1, Auburn Gresham,41.7533433,-87.66715438,Lower Town
HY416874,9/9/2015 15:45,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,08B,"(41.737643594, -87.616175089)",3:45:00,0,3, Chatham,41.73764359,-87.61617509,Middle City
HY416997,9/9/2015 7:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,5,"(41.757886076, -87.61669378)",7:00:00,0,7, Greater Grand Crossing,41.75788608,-87.61669378,Middle City
HY416783,9/9/2015 15:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.737188111, -87.654589179)",3:00:00,0,3, Auburn Gresham,41.73718811,-87.65458918,Lower Town
HY416876,9/9/2015 14:45,BURGLARY,FORCIBLE ENTRY,RESIDENCE,TRUE,FALSE,5,"(41.756605577, -87.668454715)",2:45:00,0,2, Auburn Gresham,41.75660558,-87.66845472,Lower Town
HY417186,8/9/2015 8:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,6,"(41.909664252, -87.742728815)",8:00:00,0,8, Austin,41.90966425,-87.74272882,West Side
HY416967,9/9/2015 8:30,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,5,"(41.757167489, -87.651483293)",8:30:00,0,8, Auburn Gresham,41.75716749,-87.65148329,Lower Town
HY417145,9/9/2015 19:05,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,08B,"(41.734530731, -87.567155379)",7:05:00,0,7, Calumet Heights,41.73453073,-87.56715538,East Side
HY417207,9/8/2015 22:00,THEFT,$500 AND UNDER,CTA BUS STOP,FALSE,FALSE,6,"(41.750940757, -87.625185222)",10:00:00,0,10, Chatham,41.75094076,-87.62518522,Middle City
HY417059,9/9/2015 4:30,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,FALSE,FALSE,3,"(41.750940757, -87.625185222)",4:30:00,0,4, Chatham,41.75094076,-87.62518522,Middle City
HY414772,9/8/2015 5:30,THEFT,OVER $500,STREET,FALSE,FALSE,6,"(41.699844257, -87.708448215)",5:30:00,0,5, Mount Greenwood,41.69984426,-87.70844822,Middle City
HY417188,9/9/2015 14:00,CRIMINAL TRESPASS,TO RESIDENCE,CHA APARTMENT,FALSE,FALSE,26,"(41.873968788, -87.625987769)",2:00:00,0,2, Loop,41.87396879,-87.62598777,Upper Town
HY417247,9/9/2015 14:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SMALL RETAIL STORE,FALSE,FALSE,10,"(41.892328543, -87.640520462)",2:00:00,0,2, River North,41.89232854,-87.64052046,Upper Town
HY417176,9/9/2015 18:45,GAMBLING,GAME/DICE,CTA BUS STOP,TRUE,FALSE,19,"(41.769185486, -87.625732415)",6:45:00,0,6, Greater Grand Crossing,41.76918549,-87.62573242,Middle City
HY417251,9/9/2015 17:45,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,18,"(41.837489008, -87.646264459)",5:45:00,0,5, Bridgeport,41.83748901,-87.64626446,Middle City
HY416746,9/8/2015 16:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,14,"(41.721848446, -87.576555276)",4:00:00,0,4, South Deering,41.72184845,-87.57655528,East Side
